age,height_cm,weight_kg,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,growth,gk_index,att_index,def_index,imc,nat_target_enc,nat_freq_enc,wage_eur,wage_log
0.8059466915299799,-0.9191599536029239,-0.838622388118986,0.7604953051962726,-0.013257107008132343,1.243795439142031,1.1207364658218972,-0.2766194667779814,1.1129516840214448,1.0461186809753318,0.815836743742621,1.3041144298489462,1.7877076661734879,0.6609932614416578,0.931875985821045,1.4102770932060325,0.9552353960513223,0.9785659178572274,0.28342803613013257,0.9754306731630052,0.18536134830101322,-0.38104721131701563,-0.4791722449617865,-0.1299437181887742,-0.3050714155711489,-0.1302350552537622,-0.4188609372564457,-0.9643909837838465,-0.2989443663525457,1.1816677460626561,-0.09513915518974837,-0.17320055143239652,2.446600942574366,0.5919583003983827,16000.0,9.680406499268875
-0.6726204003262299,0.8309075179890331,-0.2731148532961622,-0.8382728035228135,-0.8347051511065219,0.35765779203024217,0.3098596472674757,-0.6236785129125442,-0.33691771059995596,-0.08379731594977084,0.23081124682112636,0.09560343027358563,-0.01419236571641761,-0.2681156782500483,-0.20819908233778245,1.2782080742777304,0.9552353960513223,0.44007145503178136,-1.0415487340618805,0.06890970208718446,-1.0381891886258068,-0.8144072050920826,-0.13736308154420068,-0.4868140310568765,-0.1236251795683357,-0.5415895308257318,-0.4188609372564457,0.12467492930188888,-0.3461327531127791,0.07787636015090771,-0.9329035396147913,-1.3745731302587143,-1.0906531195133864,-0.4721638412685253,500.0,6.2166061010848646
-0.8838442705914028,-1.0649989095689203,-1.6868836903532218,-0.547587692846616,-0.17754671582781026,0.3022741890857554,0.3605394484271271,0.24396910242386277,0.4915790863265588,-0.25328471548853626,0.3371795189886708,-0.06919352421396353,0.27643667168518005,0.5946283371779645,0.3318364762637674,0.3537249417796156,-0.047713393964695414,0.8439423021508659,-0.5998898106645428,0.7662335259916621,0.7500769807287764,0.678277217910926,-0.36523585715592455,-0.2489004891448083,-0.3050714155711489,-0.3652947555806019,-0.642720358092967,0.4876969003304673,-0.3933211398730126,0.22799198863490514,0.7186891039660076,-1.423261237151465,-0.6700318639989014,-0.10303056246062661,2000.0,7.601402334583733
-0.2501726597958843,-0.18996517377294186,0.009638914115249737,-1.4196430248752085,-1.3275739775655557,-1.1930830904153882,0.7152980565446865,0.07043957935658139,-1.1654145075264708,0.5376564823590356,-0.35421425010036833,-0.4537197513515782,-0.9442052854015301,-1.4626843149965276,-0.38821093520496575,0.3537249417796156,0.21973961670624267,0.03620060791269682,-0.7103045415138772,-0.0008226803032632963,-1.6970240931248637,-1.7292783030616685,-0.36523585715592455,-0.5462924165348936,-0.6074818089091709,-0.1302350552537622,-0.08307180600166375,0.3061859148161781,-0.3461327531127791,-0.3194885387773217,-1.7227956735012604,0.2750773166235558,-0.6644476280100859,-0.36015098425095604,1000.0,6.90875477931522
-0.2501726597958843,0.2475516941250474,0.5751464489380735,0.3244676391819764,0.4796117194509014,-1.9684535316382035,-1.8693718025975319,-2.1854442205180766,-2.9604909008672524,-1.8916629110299352,-2.4283955573674856,-2.0467569780645536,-1.816092397606323,-1.8608738605786872,-2.8483729243898037,-2.617827984107182,-2.5885169953386074,-0.9061647020318337,0.8355016903768047,-1.8138646224549049,-1.5087855489822761,-1.6811271926422167,2.995887583117003,2.9629323266681125,2.1142117311330275,2.7492462737500247,3.1628897961278954,0.12467492930188888,2.839083353202981,-2.46525899298976,-1.6031150471548257,0.5957042618927287,1.114197451687491,0.9814575532094758,3000.0,8.006700845440367
-0.6726204003262299,-0.18996517377294186,-0.13173796959045622,0.3244676391819764,0.8081909370902572,0.689959409697163,0.7659778577043378,0.30181227677962325,0.35349628683880635,-0.3097805153347914,0.603100199407532,0.5350619755737167,-0.4210730180786543,0.1300738673321115,0.3318364762637674,1.2782080742777304,1.4901414173931986,1.3151249571231312,-0.379060348965874,0.5570363788203188,0.6559577086574825,0.9190327700081854,-0.19433127544713164,-0.30837887462282537,-0.3050714155711489,-0.3652947555806019,-0.47482579246557605,0.4876969003304673,-0.33433565642272073,0.4752412590791367,0.7904974797738684,0.05102983054908054,-1.0936179059591813,-0.4288861465117372,9000.0,9.105090961257085
0.8059466915299799,-0.6274820416709311,-1.4041299229418098,1.3418655265486676,0.6439013282705793,0.9114938214751102,0.9180172611832919,0.3596554511353837,1.2510344835091973,1.102614480821587,1.2944939684965713,1.139317475361397,0.8576947464883754,1.391007428342284,1.2918996915554115,1.4102770932060325,1.3564149120577296,1.8536194199485772,1.71881953717148,1.8122192618483783,0.7971366167644233,0.4856727762331184,-0.36523585715592455,-0.42733564557885945,-0.00266102223312688,-0.24776490541718207,-0.3628960820473154,-0.9643909837838465,-0.2871472696624872,1.2258194014991255,0.6468807281581468,-1.4675499989370504,-0.23114408895714703,-0.6249086462924834,21000.0,9.952325334619427
1.4396183023254985,1.1225854299210258,0.4337695652323676,-0.25690258217041856,-1.1632843687458778,0.5791922038081894,0.6139384542253837,0.12828275371234185,-0.060752111624451044,0.25517748312775995,0.12444297465358188,0.4251973392486839,-0.5954504405196129,0.2628037158594981,0.03181672148512859,0.3537249417796156,0.4871926273771807,0.10351241576587757,0.28342803613013257,0.6267687612107665,0.46771916451489476,0.4375216658136665,-0.3082676632529936,-0.42733564557885945,-0.1236251795683357,-0.18899998033547213,-0.027106950792533432,-0.9643909837838465,-0.21636468952213705,0.32512563059513927,0.45539172600385125,-0.6775055323325532,-1.067525933209254,-0.7012810488044624,800.0,6.68586094706836
-0.03894878953071145,-1.2108378655349168,-1.262753039236104,0.4698101945200751,0.3153221106312235,0.8561102185306234,0.4112192495867784,-0.16093311806646046,0.35349628683880635,-0.3097805153347914,0.23081124682112636,0.3153327029236512,1.903959281134127,-0.9981298451506745,0.39184042721949514,0.6838974891003708,0.4203293747094462,0.17082422361905833,0.06259857443146372,0.9754306731630052,0.7971366167644233,0.9671838804276374,-0.5931086327676485,-0.2489004891448083,-0.6074818089091709,-0.18899998033547213,-0.5867555028838367,-0.23834704172668958,-0.45230662332330446,0.3516166238570209,0.8862419808510162,-0.520493754329868,-1.2188212735631108,-0.9100322823372051,550.0,6.311734809152915
0.8059466915299799,-1.3566768215009133,-0.9799992718246919,2.21392085857726,1.6296389811886467,1.7422478656424123,0.6646182553850352,0.8224008459814675,1.5272000824847023,1.2156060805140974,1.1349415602452544,1.2491821116864297,1.380827013811251,1.191912655551204,0.8118680839095894,1.8064841499909388,1.8913209333996057,1.1805013414167695,2.270893191418152,0.9754306731630052,1.1265540690139517,1.111637211685993,-0.25129946935006264,-0.07046533271075717,-0.42603557290635774,-0.3652947555806019,-0.13903666121079408,-0.9643909837838465,-0.25175597959231216,1.2876317191101834,1.1256032335438857,0.1569343750753628,2.446600942574366,0.5919583003983827,24000.0,10.085850775128717
